"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Test: Verify D365 login page loads correctly.
    
    This test works on BrowserStack without authentication.
    It verifies the D365 URL is accessible and login page appears.
    
    Steps:
        1. Navigate to D365 URL
        2. Wait for page to load
        3. Verify we get login page or dashboard
    
    Expected:
        - Page loads successfully
        - Either Microsoft login or D365 dashboard appears
    ","0","D365 Login Page Loads","tests.d365","Wed Oct 15 21:37:38 UTC 2025","skipped","Wed Oct 15 21:37:38 UTC 2025","","test_d365_sales_order","",""
